ID,Fuel Type Code,Station Name,Street Address,City,State,ZIP,Status Code,Expected Date,Groups With Access Code,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types
1278,ELEC,Wilenchik & Bartness Building,2810 N 3rd St,Phoenix,AZ,85004,E,,Public - Card key at all times,,,,,2,,,,,GPS,33.479421,-112.069536,,,,,J1772
1279,ELEC,Hudiburg Nissan,200 E I-240 Service Rd,Oklahoma City,OK,73149,E,,Public - Call ahead,,,,,1,,,,,200-8,35.391129,-97.508342,,,,,J1772
1280,LPG,Dolney RV Center,1171 S Huron Rd,Kawkawlin,MI,48631,E,,Public,,,,,,,,,,200-8,43.704894,-83.968506,,,FALSE,,
1281,ELEC,Metro Ford,9000 NW 7th Ave,Miami,FL,33150,E,,Public,,,,,2,,,,,200-8,25.857261,-80.210397,,,,,J1772
1282,LPG,Hicksgas,1401 W Oak St,Fairbury,IL,61739,E,,Public - Call ahead,,,,,,,,,,200-8,40.744016,-88.5269188,,,FALSE,,
1283,BD,Harpers Ferry - Bus Garage,167 Shoreline Dr,Harpers Ferry,WV,25425,E,,Private,B20,,,,,,,,,200-8,39.316153,-77.754301,,,,,
1284,E85,Grissom Air Reserve Base,537 Hoosier Blvd,Grissom Joint Air Reserve Base,IN,46971,E,,Private - Government only,,,,,,,,,,200-8,40.6674227,-86.1284105,,,,FALSE,
1285,ELEC,Briggs Nissan of Lawrence,2300 W 29th Terrace,Lawrence,KS,66047,E,,Public - Call ahead,,,,,1,,,,,200-8,38.9302918,-95.2621851,,,,,J1772
1286,ELEC,Nissan of Muskogee,841 N Main St,Muskogee,OK,74401,E,,Public - Call ahead,,,,,1,,,,,200-8,35.7579981,-95.3640211,,,,,J1772
1287,ELEC,SANTA CLARA U.,425 El Camino Real,Santa Clara,CA,95050,E,,Public,,,,3,3,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,37.345894,-121.93283,,,,,NEMA520 J1772
1288,ELEC,Tennessee Valley Authority Test Track - ClipperCreek,4805 Amnicola Hwy,Chattanooga,TN,37406,E,,Private,,,,,1,,,,,200-8,35.0927317,-85.2272588,,,,,J1772
1289,ELEC,FAIRFAX,1942 Sir Francis Drake Blvd,Fairfax,CA,94930,E,,Public,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,37.9875629,-122.5890331,,,,,NEMA520 J1772
1290,ELEC,Shelby Farms,518 Pine Lake Dr,Memphis,TN,38134,E,,Public,,,,,10,,,,,200-6,35.143536,-89.8341395,,,,,J1772
1291,LPG,Dixie LP Gas Inc,3711 Washington Rd,Martinez,GA,30907,E,,Public,,,,,,,,,,200-8,33.514313,-82.0835199,,,TRUE,,
1292,ELEC,Fire Station #1,2097 Oak Ride Turnpike,Oak Ridge,TN,37830,E,,Public,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,35.99975,-84.29733,,,,,J1772
1293,LPG,Smith County Co-Op,81 Cookeville Hwy,Carthage,TN,37030,E,,Public,,,,,,,,,,200-8,36.237703,-85.949143,,,FALSE,,
1294,E85,Pilot Travel Center #114,2449 Genesis Rd,Crossville,TN,38571,E,,Public,,,,,,,,,,200-8,35.98584,-85.012877,,,,FALSE,
1295,E85,Western Convenience,440 E Illinois St,Sidney,NE,69162,E,,Public,,,,,,,,,,GPS,41.1450915,-102.9661532,,,,FALSE,
1296,BD,Fort McCoy,,Fort McCoy,WI,54646,E,,Private - Government only,B20,,,,,,,,,GPS,44.017997,-90.659525,,,,,
1297,CNG,Modern Disposal,4746 Model City Rd,Lewiston,NY,14092,E,,Private,,T,3600,,,,,,,200-8,43.182615,-78.984195,,HD,,,
1298,ELEC,Griner Nissan,3715 Inner Perimeter Rd,Valdosta,GA,31602,E,,Public - Call ahead,,,,,1,,,,,GPS,30.883336,-83.269586,,,,,J1772
1299,ELEC,Tesla Factory - Tesla,45500 Freemont Blvd,Fremont,CA,94538,E,,Public,,,,,,8,,,,200-8,37.4931367,-121.9453883,,,,,TESLA
1300,ELEC,Shell Station #70 - 1509 E. Buckeye,1509 E. Buckeye,Phoenix,AZ,85034,E,,Public,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,33.436746,-112.049506,,,,,J1772
1301,LPG,Lansing Ice & Fuel,911 Center St,Lansing,MI,48906,E,,Public,,,,,,,,,,200-8,42.744221,-84.548463,,,TRUE,,
1302,LPG,Flying J,701 S Morgan Rd,Oklahoma City,OK,73128,E,,Public,,,,,,,,,,GPS,35.4587,-97.690375,,,TRUE,,
1303,E85,Western Convenience Store,2998 North Ave,Grand Junction,CO,81504,E,,Public,,,,,,,,,,200-8,39.0784343,-108.4974038,,,,FALSE,
1304,ELEC,LeBlanc Nissan,14295 Airline Hwy,Gonzales,LA,70737,E,,Public - Call ahead,,,,,1,,,,,200-8,30.275233,-90.9485009,,,,,J1772
1305,LPG,MFA Oil & Propane Co,Highway 59 N,Stilwell,OK,74960,E,,Public,,,,,,,,,,GPS,35.841331,-94.6325,,,FALSE,,
1306,ELEC,Mossy Nissan - Oceanside,3535 College Blvd,Oceanside,CA,92056,E,,Public - Call ahead,,,,,1,1,,,,200-8,33.1822519,-117.2983272,,,,,J1772 CHADEMO
1307,LPG,Shell's Quick Stop,621 W Sioux Ave,Pierre,SD,57501,E,,Public - Call ahead,,,,,,,,,,200-8,44.3710696,-100.3613225,,,FALSE,,
1308,ELEC,Nissan of Folsom Lake,12610 Auto Mall Cir,Folsom,CA,95630,E,,Public - Call ahead,,,,,1,,,,,200-8,38.634241,-121.204231,,,,,J1772
1309,ELEC,Big Daddy's Pizza,3053 Parkway,Pigeon Forge,TN,37863,E,,Public,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,35.794669,-83.56214,,,,,J1772
1310,ELEC,"Fox Studio Operations- Pico West Parking - Level B2 - Space 437, 435",10201 Pico Blvd,Los Angeles,CA,90035,E,,Public,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,34.049833,-118.412734,,,,,J1772
1311,ELEC,Travis Park United Methodist Church,230 E Travis St,San Antonio,TX,78205,E,,Public,,,,1,,,,,,200-8,29.4274729,-98.4905516,,,,,NEMA520
1312,E85,Chuck Spaeth Ford,900 3rd Ave SW,Sleepy Eye,MN,56085,E,,Public - Credit card at all times,,,,,,,,,,200-8,44.2886461,-94.7269294,,,,FALSE,
1313,LPG,Suburban Propane,205 E Jarrettsville Rd,Forest Hill,MD,21050,E,,Public - Call ahead,,,,,,,,,,200-8,39.5805006,-76.3736354,,,FALSE,,
1314,ELEC,Stone Mountain Nissan,4275 Highway 78,Lilburn,GA,30047,E,,Public - Call ahead,,,,,1,,,,,200-8,33.8348452,-84.0791268,,,,,J1772
1315,E85,Kroger Fuel Center #384,8421 Winton Rd,Cincinnati,OH,45231,E,,Public,,,,,,,,,,GPS,39.219492,-84.518753,,,,FALSE,
1316,BD,City of Phoenix - Maryvale Golf Maintenance,4302 N 59th Ave,Phoenix,AZ,85033,E,,Private,B20,,,,,,,,,200-8,33.499524,-112.190811,,,,,
1317,E85,Cenex C-Store and Car Wash,11 W Highway 12,Webster,SD,57274,E,,Public - Credit card after hours,,,,,,,,,,GPS,45.340594,-97.52055,,,,TRUE,
1318,E85,Norfolk Naval Shipyard,,Portsmouth,VA,23709,E,,Private - Government only,,,,,,,,,,GPS,36.81,-76.31,,,,FALSE,
1319,ELEC,Jones Nissan,1260 Broad St,Sumter,SC,29150,E,,Public - Call ahead,,,,,1,,,,,200-8,33.955761,-80.386956,,,,,J1772
1320,LPG,U-Haul,370 Union Ave,Memphis,TN,38103,E,,Public,,,,,,,,,,200-8,35.141233,-90.0448104,,,TRUE,,
1321,LPG,U-Haul,2340 E Apache Blvd,Tempe,AZ,85281,E,,Public,,,,,,,,,,200-8,33.4149377,-111.8885356,,,FALSE,,
1322,ELEC,Walmart #1843,2375 NE Highway 99W,Mcminnville,OR,97128,E,,Public,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,45.230045,-123.175015,,,,,J1772
1323,LPG,U-Haul,800 N McClintock Dr,Tempe,AZ,85281,E,,Public,,,,,,,,,,200-8,33.438104,-111.910235,,,TRUE,,
1324,ELEC,Olympia Nissan,2220 Carriage Dr SW,Olympia,WA,98502,E,,Private,,,,,1,,,,,200-8,47.031008,-122.929797,,,,,J1772
1325,CNG,Clean Energy - Blue Diamond Disposal,5 Howard Blvd,Mount Arlington,NJ,7856,E,,Private,,B,3600,,,,,,,200-8,40.894702,-74.636447,,HD,,,
1326,ELEC,CPSE-SATX,8219 Marbach Rd,San Antonio,TX,78227,E,,Public,,,,,4,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,29.4199476,-98.6527976,,,,,J1772
1327,LPG,Concho Propane Co,8750 N Highway 87,San Angelo,TX,76901,E,,Public,,,,,,,,,,200-8,31.5683546,-100.5720289,,,TRUE,,
1328,ELEC,North Little Rock Nissan,5703 Landers Rd,North Little Rock,AR,72117,E,,Private,,,,,1,,,,,200-8,34.8102,-92.2045,,,,,J1772
1329,LPG,Kerrville KOA,2400 Goat Creek Rd,Kerrville,TX,78028,E,,Public,,,,,,,,,,200-8,30.0915915,-99.2005065,,,FALSE,,
1330,ELEC,Duke University Facilities Management - Smith Warehouse Building,114 S Buchanan Blvd,Durham,NC,27701,E,,Private,,,,10,,,,,,200-8,36.002119,-78.914857,,,,,NEMA520
1331,LPG,Automatic Gas Co,920 Dale Rd,Eufaula,AL,36027,E,,Public - Call ahead,,,,,,,,,,200-8,31.8825732,-85.1517569,,,TRUE,,
1332,LPG,U-Haul,41215 N Ridge Rd,Elyria,OH,44035,E,,Public,,,,,,,,,,200-8,41.4186884,-82.1209635,,,FALSE,,
1333,ELEC,NATIONAL GRID,Jefferson Community College,Watertown,NY,13601,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,43.9915691,-75.9339831,,,,,J1772
1334,BD,Propel Fuels - 76,14152 E Imperial Hwy,La Mirada,CA,90638,E,,Public,B20,,,,,,,,,200-8,33.9167866,-118.0297852,,,,,
1335,LPG,Blossman Gas Inc,2739 Highway 129 S,Cleveland,GA,30528,E,,Public - Call ahead,,,,,,,,,,200-8,34.5609106,-83.7628806,,,TRUE,,
1336,BD,National Grid - Cobleskill,145 Shad Point Rd,Cobleskill,NY,12043,E,,Private,"B20 in summer, B5 in winter",,,,,,,,,200-8,42.6795387,-74.4263693,,,,,
1337,ELEC,"Marcum, Copp, Barbieri DDS",1129 Pacific St,San Luis Obispo,CA,93401,E,,Public,,,,,1,,,,,GPS,35.28059,-120.657,,,,,J1772
1338,ELEC,Tri-State Nissan,1230 Millwood Pike,Winchester,VA,22602,E,,Private,,,,,1,,,,,200-8,39.156528,-78.147364,,,,,J1772
1339,ELEC,Bill Gatton Nissan,235 Century Blvd,Bristol,TN,37620,E,,Private,,,,,1,,,,,GPS,36.54282,-82.2354,,,,,J1772
1340,E85,Cooperative Elevator Co,7211 E Michigan Ave,Pigeon,MI,47755,E,,Public - Card key after hours,,,,,,,,,,GPS,43.830047,-83.268819,,,,FALSE,
1341,ELEC,Glenn Research Center,21000 Brookpark Rd,Cleveland,OH,44135,E,,Private - Government only,,,,,,,,,,200-8,41.4187475,-81.854496,,,,,
1342,ELEC,Johnson Nissan,694 East St,Pittsfield,MA,1201,E,,Private,,,,,1,,,,,200-8,42.448334,-73.240396,,,,,J1772
1343,ELEC,BMW GROUP,1000 San Mateo Ave,San Bruno,CA,94080,E,,Public,,,,,4,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,37.6349232,-122.4098729,,,,,J1772
1344,LPG,Springhill Propane,4803 Gilmer Rd,Longview,TX,75604,E,,Public,,,,,,,,,,200-8,32.568381,-94.8057369,,,TRUE,,
1345,ELEC,SCPPA,1160 Nicole Ct,Glendora,CA,91740,E,,Public,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,34.117891,-117.822534,,,,,NEMA520 J1772
1346,ELEC,URBAN WATERS,326 E D St,Tacoma,WA,98421,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,47.2592719,-122.4344668,,,,,J1772
1347,E85,Green Mount MotoMart,1790 Frank Scott Pkwy E,Swansea,IL,62269,E,,Public,,,,,,,,,,GPS,38.570958,-89.965778,,,,FALSE,
1348,LPG,Rush Propane,108 E Main St,Wanette,OK,74878,E,,Public - Call ahead,,,,,,,,,,200-8,34.9621929,-97.0333634,,,TRUE,,
1349,ELEC,Sea Breeze Ford,1701 Highway 35,Belmar,NJ,7719,E,,Public - Call ahead,,,,,1,,,,,200-8,40.172093,-74.045143,,,,,J1772
1350,ELEC,VHBCOA,3181 Independence Dr,Livermore,CA,94551,E,,Public,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,37.7069499,-121.813834,,,,,J1772
1351,ELEC,GO ELECTRIC INC,403 N Hwy 17-92,Longwood,FL,32750,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,28.7034283,-81.3263855,,,,,NEMA520 J1772
1352,LPG,U-Haul,3425 N East St,Lansing,MI,48906,E,,Public,,,,,,,,,,200-8,42.768578,-84.543558,,,TRUE,,
1353,ELEC,CAPITOLA CENTER,809 Bay Ave,Capitola,CA,95010,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,36.9812813,-121.9564438,,,,,NEMA520 J1772
1354,ELEC,350GREEN,399 El Camino Real,South San Francisco,CA,94080,E,,Public,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,37.6455879,-122.4278564,,,,,J1772
1355,ELEC,University of South Carolina - Union,310 E Academy St,Union,SC,29379,E,,Public,,,,,2,,,,,200-8,34.7172802,-81.6213853,,,,,J1772
1356,E85,Cork N Bottle,1500 Broadway,Yankton,SD,57078,E,,Public,,,,,,,,,,200-8,42.8834993,-97.3966831,,,,FALSE,
1357,E85,Cenex of Long Prairie,904 1st Ave NE,Long Prairie,MN,56347,E,,Public - Credit card after hours,,,,,,,,,,200-8,45.9752358,-94.850073,,,,FALSE,
1358,ELEC,Twin Towers Garage,1100 Wilson Blvd,Arlington,VA,22209,E,,Public,,,,,2,,,,,200-8,38.8943818,-77.0705712,,,,,J1772
1359,ELEC,Cronic Nissan,2624 N Expy,Griffin,GA,30223,E,,Private,,,,,1,,,,,200-8,33.3039675,-84.2911907,,,,,J1772
1360,LPG,River Valley Auto,300 Northland Dr,Rockford,MI,49341,E,,Public,,,,,,,,,,200-8,43.125641,-85.549847,,,FALSE,,
1361,ELEC,Ford of Branford,301 E Main St,Branford,CT,6405,E,,Public,,,,1,,,,,,200-8,41.291874,-72.790192,,,,,NEMA520
1362,ELEC,SDIA,Winship Ln,San Diego,CA,92101,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,32.729528,-117.1912297,,,,,J1772
1363,ELEC,Anderson Nissan,6555 E State St,Rockford,IL,61108,E,,Public - Call ahead,,,,,1,,,,,200-8,42.2676965,-88.9895863,,,,,J1772
1364,ELEC,PROMENADE DECK,1230 Peachtree Street,Atlanta,GA,30309,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,33.7878684,-84.3860466,,,,,J1772
1365,ELEC,Woodbury Nissan,439 Mantua Ave,Woodbury,NJ,8096,E,,Public - Call ahead,,,,,1,,,,,GPS,39.832447,-74.157725,,,,,J1772
1366,E85,SeQuential Biofuels,86714 McVay Hwy,Eugene,OR,97405,E,,Public,,,,,,,,,,200-8,44.0182368,-123.0260356,,,,FALSE,
1367,ELEC,OUC,3680 Avalon Park E Blvd,Orlando,FL,32828,E,,Public,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,28.510037,-81.15374,,,,,NEMA520 J1772
1368,ELEC,Fenton Nissan,1441 S George Nigh Expy,McAlester,OK,74501,E,,Private,,,,,1,,,,,200-8,34.8983842,-95.7586893,,,,,J1772
1369,ELEC,Town of Cary,101 Dry Ave,Cary,NC,27511,E,,Public,,,,,2,,,,,200-8,35.78292,-78.7811908,,,,,J1772
1370,ELEC,Fry's Store #618 Phoenix,3246 E. Bell Rd..,Phoenix,AZ,85032,E,,Public,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,33.6407279,-112.012143,,,,,J1772
1371,E85,Community Oil Co,1204 Golf Course Rd,Rock Valley,IA,51247,E,,Public - Credit card after hours,,,,,,,,,,GPS,43.197621,-96.301539,,,,TRUE,
1372,ELEC,"Walgreens - Lakewood, WA #3514",9505 Bridgeport Way SW,Lakewood,WA,98499,E,,Public - Card key at all times,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.171582,-122.517619,,,,,J1772
1373,BD,Propel Fuels - Shell,8062 Florin Rd,Sacramento,CA,95828,E,,Public - Credit card at all times,"B20, B5",,,,,,,,,200-8,38.4956216,-121.409468,,,,,
1374,E85,Quickway Market,690 E Butler Market Rd,Bend,OR,97701,E,,Public,,,,,,,,,,200-8,44.0766433,-121.2957029,,,,FALSE,
1375,LPG,U-Haul,1900 S Decatur Blvd,Las Vegas,NV,89102,E,,Public,,,,,,,,,,200-8,36.150441,-115.209689,,,TRUE,,
1376,LPG,Palmetto Propane,2470 Fish Hatchery Rd,West Columbia,SC,29172,E,,Public,,,,,,,,,,200-8,33.928965,-81.083027,,,FALSE,,
1377,ELEC,Smart Center San Diego,4750 Kearny Mesa Rd,San Diego,CA,92111,E,,Private,,,,1,1,,,,,GPS,32.82408524,-117.1471252,,,,,NEMA520 J1772
1378,E85,First Co-op Association,1583 Market Ave,Galva,IA,51020,E,,Public - Credit card at all times,,,,,,,,,,200-8,42.4768898,-95.4169725,,,,FALSE,
1379,ELEC,MBUAPCD,24580 Silver Cloud Ct,Monterey,CA,93940,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,36.5729,-121.80491,,,,,NEMA520 J1772
1380,LNG,Clean Energy - Laredo Flying J,1011 Beltway Pkwy,Laredo,TX,78045,P,12/31/13,PLANNED - not yet accessible,,,,,,,,,,200-8,27.6854,-99.466117,,HD,,,
1381,ELEC,NATIONAL GRID,110 The Shoppes at Quonset PointGate Rd,North Kingstown,RI,2852,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,41.607142,-71.451409,,,,,J1772
1382,CNG,Waste Management - Cranston Hauling,1688 Pontiac Ave,Cranston,RI,2920,E,,Private,,B,3600,,,,,,,200-8,41.736761,-71.461206,,HD,,,
1383,ELEC,Darcars Nissan - College Park,9330 Baltimore Ave,College Park,MD,20740,E,,Private,,,,,1,,,,,200-8,39.008203,-76.930318,,,,,J1772
1384,ELEC,"Enterprise Leasing Company of Phoenix, LLC",1444 W Auto Drive,Tempe,AZ,85284,E,,Public,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,33.345622,-111.960683,,,,,J1772
1385,ELEC,Premium Nissan,2533 Palmer Ave,New Rochelle,NY,10801,E,,Private,,,,,1,,,,,200-8,40.9190459,-73.7768918,,,,,J1772
1386,ELEC,Patterson Nissan - Longview,1201 McCann Rd,Longview,TX,75601,E,,Private,,,,,1,,,,,200-8,32.5095521,-94.7489211,,,,,J1772
1387,ELEC,Alabama Power,150 Saint Joseph St,Mobile,AL,36602,E,,Private,,,,,2,,,,,200-8,30.694856,-88.042823,,,,,J1772
1388,CNG,AMP Trillium,2438 S Pullman Rd,Amarillo,TX,79118,P,3/20/14,PLANNED - not yet accessible (Public - Credit card at all times),,Q,3000 3600,,,,,,,200-8,35.1879459,-101.708909,,HD,,,
1389,ELEC,QUANTUM ENG,48 Thatcher St,Selkirk,NY,12158,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,42.530982,-73.8017551,,,,,J1772
1390,ELEC,Naval Base - Ventura Point Mugu,,Point Mugu,CA,93042,E,,Private,,,,,,,,,,GPS,34.122286,-119.110417,,,,,
1391,ELEC,Golden Gate Park - Music Concourse Garage,1 Music Concourse Dr,San Francisco,CA,94118,E,,Public,,,,8,4,,,,,200-8,37.7702825,-122.4667583,,,,,NEMA520 J1772
1392,LPG,U-Haul,4425 Dixie Hwy,Elsmere,KY,41018,E,,Public,,,,,,,,,,200-8,39.007495,-84.611935,,,TRUE,,
1393,ELEC,Shorenstein Realty,5500 SW Meadows Rd,Lake Oswego,OR,97035,E,,Public,,,,4,,,,Shorepower,http://www.shorepower.com/,200-8,45.4175588,-122.7341275,,,,,NEMA520
1394,ELEC,Kellogg Hotel and Conference Center - MSU,219 S Harrison Rd,East Lansing,MI,48823,E,,Public,,,,,1,,,,,200-8,42.7317521,-84.493658,,,,,J1772
1395,ELEC,HALFPRICE BOOKS,5801 E Northwest Hwy,Dallas,TX,75231,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,32.8657913,-96.7641678,,,,,NEMA520 J1772
1396,CNG,Black Hills Energy - Public Access,1600 Windhoek Dr,Lincoln,NE,68512,E,,Public - Credit card at all times,,Q,3600,,,,,,,200-8,40.75954,-96.6979,,HD,,,
1397,LPG,Central Texas Energy Suppliers,Highway 377,Comanche,TX,76442,E,,Public,,,,,,,,,,GPS,31.89742,-98.6068,,,FALSE,,
1398,E85,Kwik Trip #686,943 SE Frontage Rd,Mount Pleasant,WI,53177,E,,Public,,,,,,,,,,200-8,42.7231601,-87.951114,,,,FALSE,
1399,LPG,Ehrhart Propane & Oil,9787 State Route 96,Trumansburg,NY,14886,E,,Public - Call ahead,,,,,,,,,,200-8,42.5519439,-76.6769124,,,TRUE,,
1400,ELEC,Santa Rosa Plaza,1071 Santa Rosa Plaza,Santa Rosa,CA,95401,E,,Public - Card key at all times,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,38.4408838,-122.7174949,,,,,J1772
1401,ELEC,Colorado State University - Powerhouse Energy Campus,430 N College Ave,Fort Collins,CO,80524,E,,Public,,,,,2,,,,,200-8,40.59437,-105.075967,,,,,J1772
1402,E85,H-E-B,1911 E Bob Bullock Loop,Laredo,TX,78045,E,,Public - Credit card after hours,,,,,,,,,,200-8,27.6077015,-99.4742872,,,,FALSE,
1403,ELEC,South Lake Union Discovery Center - L2 Charger,101 Westlake Ave N,Seattle,WA,98109,E,,Public,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,47.619185,-122.33888,,,,,J1772
1404,ELEC,Sun Metro Glory Road- 2nd Level,100 E Glory Road,El Paso,TX,79902,E,,Public,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,31.777158,-106.504375,,,,,J1772
1405,E85,H & H Mobil,1500 Haslett Rd,East Lansing,MI,48823,E,,Public,,,,,,,,,,200-8,42.7465819,-84.461919,,,,FALSE,
1406,LPG,INDOT - 65th Street Maintenance Unit,5350 E 65th St,Indianapolis,IN,46220,E,,Private,,,,,,,,,,200-8,39.8760236,-86.0783934,,,,,
1407,HY,Shell Santa Monica Blvd,11574 Santa Monica Blvd,Los Angeles,CA,90025,E,,Public - Card key at all times,,,,,,,,,,200-8,34.044465,-118.453617,http://cafcp.org/stations/west-la,,,,
1408,ELEC,Garcia Nissan,2005 Saint Michaels Dr,Santa Fe,NM,87505,E,,Private,,,,,1,,,,,200-8,35.660132,-105.966305,,,,,J1772
1409,ELEC,EXTREME,145 Rio Robles,San Jose,CA,95134,E,,Public,,,,,4,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,37.406125,-121.947718,,,,,J1772
1410,ELEC,City of Phx- Sky Harbor Airport Term4,3400 E. Sky Harbor Blvd,Phoenix,AZ,85034,E,,Public,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,33.43475,-112.00644,,,,,J1772
1411,ELEC,AutoNation Nissan,1500 E Airport Fwy,Irving,TX,75062,E,,Public - Call ahead,,,,,1,,,,,200-8,32.835712,-96.926759,,,,,J1772
1412,ELEC,SMOKEY'S TAVERN,2 Vernon Crossing Rd,Vernon Township,NJ,7418,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,41.2153673,-74.4950805,,,,,J1772
1413,ELEC,Apple Ford Lincoln,8800 Stanford Blvd,Columbia,MD,21045,E,,Public,,,,,4,,,,,200-8,39.187501,-76.817087,,,,,J1772
1414,BD,National Grid - North Adams,60 Brown St,North Adams,MA,1247,E,,Private,"B20 in summer, B5 in winter",,,,,,,,,200-8,42.7024526,-73.1205951,,,,,
1415,LPG,Ferrellgas,1600 Mid Rivers Industrial Dr,Saint Peters,MO,63376,E,,Public,,,,,,,,,,GPS,38.805413,-90.623066,,,FALSE,,
1416,ELEC,COUNTY EVSE,3800 Branch Center Rd,Sacramento,CA,95827,E,,Public,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.5515416,-121.3378645,,,,,NEMA520 J1772
1417,ELEC,South Central Tennessee Development,101 Sam Watkins Blvd,Mt. Pleasant,TN,38474,E,,Public,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,35.566516,-87.1723783,,,,,J1772
1418,ELEC,Commodore Hotel Linden,114 E. Main Street,Linden,TN,37096,E,,Public,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,35.616609,-87.838277,,,,,J1772
1419,CNG,Oklahoma Natural Gas - Okmulgee Service Center,2018 S Wood Dr,Okmulgee,OK,74447,E,,Public - Credit card at all times,,Q,3000,,,,,,,200-8,35.6071044,-95.9618174,,MD,,,
1420,CNG,LA County Sanitation District,13130 Crossroads Pkwy S,City of Industry,CA,91746,E,,Public - Card key at all times,,Q,3000 3600,,,,,,,200-8,34.0271334,-118.0300623,,HD,,,
1421,LPG,Deck's Propane,506 E Young St,Llano,TX,78643,E,,Public - Call ahead,,,,,,,,,,200-8,30.7592281,-98.6678236,,,TRUE,,
1422,E85,Fastlane #34,994 Knaust Rd,Cottleville,MO,63376,E,,Public,,,,,,,,,,GPS,38.760106,-90.6532,,,,FALSE,
1423,ELEC,CALIPER,5 Parkwood Dr,Hopkinton,MA,1748,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,42.2187004,-71.5438156,,,,,J1772
1424,E85,AAA Yellow Cab,3030 S 45th St,Phoenix,AZ,85040,E,,Public - Credit card after hours,,,,,,,,,,200-8,33.419907,-111.985639,,,,FALSE,
1425,E85,Kwik Trip #463,100 E Jefferson Dr E,Zumbrota,MN,55992,E,,Public,,,,,,,,,,GPS,44.282761,-92.667592,,,,FALSE,
1426,ELEC,Davies Pacific Center,841 Bishop St,Honolulu,HI,96813,E,,Public,,,,,1,,,,,200-8,21.3072623,-157.8618005,,,,,J1772
1427,E85,Hutchinson Co-op,1110 Highway 7 W,Hutchinson,MN,55350,E,,Public - Credit card after hours,,,,,,,,,,200-8,44.8941958,-94.3903332,,,,FALSE,
1428,ELEC,Westar Energy - Arkansas City Service Center,3113 N Summit St,Arkansas City,KS,67005,E,,Public,,,,,1,,,,,200-8,37.0962627,-97.0402644,,,,,J1772
1429,LPG,Consumers LPG & Appliance,904 S 4th St,Crockett,TX,75835,E,,Public,,,,,,,,,,200-8,31.3047718,-95.4588532,,,TRUE,,
1430,E85,MAPCO Mart #5220,1006 Harvest Rd,Harvest,AL,35749,E,,Public - Credit card after hours,,,,,,,,,,200-8,34.859409,-86.747963,,,,FALSE,
1431,ELEC,eVgo - Queenstown Premium Outlets,441 Outlet Center Dr,Queenstown,MD,21658,E,,Public - Card key at all times,,,,1,1,1,,eVgo Network,https://www.evgonetwork.com/,GPS,38.98236,-76.15832,,,,,CHADEMO NEMA520 J1772
